นิวยอร์ก	new-yɔ̂ɔk
กลมารยา	kon-la-maan-yaa
กลบท	kon-la-bòt
ก้นกุฏิ	kôn-kù-tì
ก้นกรอง	kôn-krɔɔng
ก้นกระดก	kôn-krà-dòk
ก้นกบ	kôn-kòp
กลโกง	kon-koong
ก้นขบ	kôn-khòp
กลไกทางการเมือง	kon-kay-thaang-kaan-mʉang
กลไก	kon-kay
ก้นหอย	kôn-hɔ̌y
กงเต๊ก	kong-ték
กงสุลใหญ่	kong-sǔn-yày
กงสุล	kong-sǔn
กงสี	kong-sǐi
กงล้อ	kong-lɔ́ɔ
กงเกวียน	kong-kwian
ก้องกังวาน	kɔ̂ng-kang-waan
กงการ	kong-kaan
กงไฉ่	kong-chày
กงฉาก	kong-chàak
กงจักร	kong-càk
ก้อง	kɔ̂ng
ก๋ง	kǒng
ก่ง	kòng
ก๊ง	kóng
กง	kong
กลไฟ	kon-fay
กลฉ้อฉล	kon-chɔ̂ɔ-chǒn
ก้นบึ้ง	kôn-bʉ̂ng
กลอักษร	kon-àk-sɔ̌ɔn
โก๋น	kǒon
ก้น	kôn
ก่น	kòn
กล	kon
ก้มตัว	kôm-tua
ก้มหน้าก้มตา	kôm-nâa-kôm-taa
ก้มหน้า	kôm-nâa
ก้มลง	kôm-long
ก้มหัว	kôm-hǔa
ก้ม	kôm
เกาะเล็ก	kɔ̀-lék
เกาะกุม	kɔ̀-kum
ก๊อกน้ำ	kɔ́k-náam
เกาะกลุ่ม	kɔ̀-klùm
เกาะกลางถนน	kɔ̀-klaang-thà-nǒn
กกกอด	kòk-kɔ̀ɔt
เกาะเกี่ยว	kɔ̀-kìaw
เกาะแกะ	kɔ̀-kɛ̀
ก๊อก	kɔ́k
กก	kòk
ก๊ก	kók
เกาะ	kɔ̀
โก๋	kǒo
กึ่งทางการ	kʉ̀ng-thaang-kaan
กึ่งราชการ	kʉ̀ng-râat-cha-kaan
กึ่งพุทธกาล	kʉ̀ng-phút-tha-kaan
กึ่งหนึ่ง	kʉ̀ng-nʉ̀ng
กึ่งโลหะ	kʉ̀ng-loo-hà
กึ่งกลาง	kʉ̀ng-klaang
กึ่ง	kʉ̀ng
กึง	kʉng
กึ๋น	kʉ̌n
กลูโคส	kluu-khóot
กลุ่มทุติยภูมิ	klùm-thú-tì-ya-phuum
กลุ่มทำงาน	klùm-tham-ngaan
กลุ้มรุม	klûm-rum
กลุ่มเรียกร้อง	klùm-rîak-rɔ́ɔng
กลุ่มผลประโยชน์	klùm-phǒn-prà-yòot
กลุ่มเพื่อนบ้าน	klùm-phʉ̂an-bâan
กลุ่มเป้าหมาย	klùm-pâw-mǎay
กลุ่มปัญญาชน	klùm-pan-yaa-chon
กลุ้มอกกลุ้มใจ	klûm-òk-klûm-cay
กลุ่มแนวนอน	klùm-nɛɛw-nɔɔn
กลุ่มเลือด	klùm-lʉ̂at
กลุ่มก้อน	klùm-kɔ̂ɔn
กลุ่มคน	klùm-khon
กลุ่มชน	klùm-chon
กลุ่มชาติพันธุ์	klùm-châat-tì-phan
กลุ้มใจ	klûm-cay
กลุ่มอายุ	klùm-aa-yú
กลุ่มอาชีพ	klùm-aa-chîip
กลุ้ม	klûm
กลุ่ม	klùm
กล้วยน้ำว้า	klûay-náam-wáa
กล้วยไม้	klûay-máay
กล้วยๆ	klûay-klûay
กล้วยแขก	klûay-khɛ̀ɛk
กล้วยไข่	klûay-khày
กล้วยบวชชี	klûay-bùat-chii
กล้วย	klûay
กลัวผี	klua-phǐi
กลวง	kluang
กลัวเมีย	klua-mia
กลัวลาน	klua-laan
กลัวเกรง	klua-kreeng
กลั้วคอ	klûa-khɔɔ
กลัวหัวหด	klua-hǔa-hòt
กลัวใจ	klua-cay
กลั้ว	klûa
กลัว	klua
กลดพระสุเมรุ	klòt-phrá-sù-meen
กลด	klòt
กลบเกลี่ย	klòp-klìa
กลบเกลื่อน	klòp-klʉ̀an
กลบ	klòp
กลอย	klɔɔy
กลอนตลาด	klɔɔn-ta-làat
กลอนสุภาพ	klɔɔn-sù-phâap
กลอนสวด	klɔɔn-sùat
กลอนสด	klɔɔn-sòt
กลอนเปล่า	klɔɔn-plàaw
กลอนเพลงยาว	klɔɔn-phleeng-yaaw
กลอนแปด	klɔɔn-pɛ̀ɛt
กลอนลิลิต	klɔɔn-lí-lít
กลองยาว	klɔɔng-yaaw
กลองเพล	klɔɔng-pheen
กล่องฟิวส์	klɔ̀ɔng fiw
กล่อง	klɔ̀ɔng
กลอง	klɔɔng
กลอนด้น	klɔɔn-dôn
กล้อน	klɔ̂ɔn
กลอน	klɔɔn
โกลน	kloon
กลอกตา	klɔ̀ɔk-taa
กลอกลูกตา	klɔ̀ɔk-lûuk-taa
กลอกกลิ้ง	klɔ̀ɔk-klîng
กลอกกลับ	klɔ̀ɔk-klàp
กลอก	klɔ̀ɔk
กล้อ	klɔ̂ɔ
กล้องยาสูบ	klɔ̂ng-yaa-sùup
กล้องยาเส้น	klɔ̂ng-yaa-sên
กล้องวัดระดับ	klɔ̂ng-wát-rá-dàp
กล้องวัดมุม	klɔ̂ng-wát-mum
กล้องโทรทัศน์	klɔ̂ng-thoo-ra-thát
กล้องโทรทรรศน์	klɔ̂ng-thoo-ra-thát
กล้องถ่ายรูป	klɔ̂ng-thàay-rûup
กล้องถ่ายภาพ	klɔ̂ng-thàay-phâap
กล้องสองตา	klɔ̂ng-sɔ̌ɔng-taa
กล้องส่องทางไกล	klɔ̂ng-sɔ̀ng-thaang-klay
กล้องส่องกล่องเสียง	klɔ̂ng-sɔ̀ng-klɔ̀ng-sǐang
กล่องเสียง	klɔ̀ng-sǐang
กล้องสนาม	klɔ̂ng-sa-nǎam
กล้องสำรวจ	klɔ̂ng-sǎm-rùat
กล้องสลัด	klɔ̂ng-sa-làt
กล้องระดับ	klɔ̂ng-rá-dàp
กล้องแกล้ง	klɔ̂ng-klɛ̂ɛng
กล้องขยาย	klɔ̂ng-kha-yǎay
กล้องดูดาว	klɔ̂ng-duu-daaw
กล่องดินสอ	klɔ̀ng-din-sɔ̌ɔ
กล่องดำ	klɔ̀ng-dam
กล้องจุลทรรศน์	klɔ̂ng-cun-la-thát
กล้อง	klɔ̂ng
กล่อง	klɔ̀ng
กล่อมท้อง	klɔ̀m-thɔ́ɔng
กล่อมมดลูก	klɔ̀m-mót-lûuk
กลมกล่อม	klom-klɔ̀m
กลมกลืน	klom-klʉʉn
กลมเกลียว	klom-kliaw
กล่อมเกลี้ยง	klɔ̀m-klîang
กล้อมแกล้ม	klɔ̂m-klɛ̂m
กล่อมเกลา	klɔ̀m-klaw
กล่อม	klɔ̀m
กลม	klom
กลืนน้ำลายตัวเอง	klʉʉn-náam-laay-tua-eeng
กลืนน้ำลาย	klʉʉn-náam-laay
กลืนไม่เข้าคายไม่ออก	klʉʉn-mây-khâw-khaay-mây-ɔ̀ɔk
กลืนกัน	klʉʉn-kan
กลึง	klʉng
กลืน	klʉʉn
กลิ่นตัว	klìn-tua
กลิ่นเต่า	klìn-tàw
กลิ่นคาว	klìn-khaaw
กลิ่นหอม	klìn-hɔ̌ɔm
กลิ้งกลอก	klîng-klɔ̀ɔk
กลิ้งเกลือก	klîng-klʉ̀ak
กลิ้ง	klîng
กลิ่นไอ	klìn-ay
กลิ่นอาย	klìn-aay
กลิ่น	klìn
กลิ้ม	klîm
กลีบตา	klìip-taa
กลีบหิน	klìip-hǐn
กลีบดอกไม้	klìip-dɔ̀ɔk-máay
กลีบดอก	klìip-dɔ̀ɔk
กลีบบัว	klìip-bua
กลีบ	klìip
กลี่	klìi
เกลียว	kliaw
เกลียดชัง	klìat-chang
เกลียด	klìat
เกลี้ยงเกลา	klîang-klaw
เกลี้ยง	klîang
เกลี้ยกล่อม	klîa-klɔ̀m
เกลี่ยไกล่	klìa-kay
เกลี่ย	klìa
แกล้วกล้า	klɛ̂w-klâa
เกล็ดปลา	klèt-plaa
เกล็ดเลือด	klèt-lʉ̂at
เกล็ด	klèt
แกลบ	klɛ̀ɛp
แกล้งทำ	klɛ̂ɛng-tham
แกล้งเกลา	klɛ̂ɛng-klaw
แกล้ง	klɛ̂ɛng
แกล้ม	klɛ̂ɛm
เกลอ	kləə
เกลือยูเรต	klʉa-yuu-rèet
ไกลตา	klay-taa
ไกลปืนเที่ยง	klay-pʉʉn-thîang
ไกลโพ้น	klay-phóon
ไกลลิบ	klay-líp
ไกล่เกลี่ย	klày-klìa
ไกลๆ	klay-klay
ไกลโข	klay-khǒo
ใกล้เคียง	klây-khiang
ใกล้แค่เอื้อม	klây-khɛ̂ɛ-ʉ̂am
ไกลหูไกลตา	klay-hǔu-klay-taa
ใกล้ฝั่ง	klây-fàng
ใกล้ชิด	klây-chít
ใกล้	klây
ไกล	klay
เกลา	klaw
กลัดมัน	klàt-man
กลัดกระดุม	klàt-krà-dum
กลัดกลุ้ม	klàt-klûm
กลัด	klàt
เกลือสินเธาว์	klʉa-sǐn-thaw
เกลือสมุทร	klʉa-sa-mùt
เกลือแร่	klʉa-rɛ̂ɛ
กลับตัวกลับใจ	klàp-tua-klàp-cay
กลับตัว	klàp-tua
กลับตาลปัตร	klàp-taa-la-pàt
กลับรถ	klàp-rót
กลับเป็น	klàp-pen
กลับไปกลับมา	klàp-pay-klàp-maa
กลับเนื้อกลับตัว	klàp-nʉ́a-klàp-tua
กลับมา	klàp-maa
กลับกลอก	klàp-klɔ̀ɔk
กลับกลาย	klàp-klaay
กลับคืน	klàp-khʉʉn
กลับคำ	klàp-kham
กลับกัน	klàp-kan
กลับหัว	klàp-hǔa
กลับด้าน	klàp-dâan
กลับชาติมาเกิด	klàp-châat-maa-kə̀ət
กลับใจ	klàp-cay
กลับบ้านเก่า	klàp-bâan-kàw
กลับ	klàp
กลั้นวาจา	klân-waa-caa
กลั่นตัว	klàn-tua
กลั้นลมหายใจ	klân-lom-hǎay-cay
กลั่นกรอง	klàn-krɔɔng
เกลื่อนกล่น	klʉ̀an-klòn
กลั่นแกล้ง	klàn-klɛ̂ɛng
เกลื่อนกลาด	klʉ̀an-klàat
กลั้นหายใจ	klân-hǎay-cay
กลั้นใจ	klân-cay
กลั้น	klân
กลั่น	klàn
เกลื่อน	klʉ̀an
เกลื้อน	klʉ̂an
กล้ำกราย	klâm-kraay
กล้ำกลืน	klâm-klʉʉn
กล้ำ	klâm
เกลือกรด	klʉa-kròt
กลักไม้ขีดไฟ	klàk-máay-khìit-fay
เกลือกกลั้ว	klʉ̀ak-klûa
เกลือกกลิ้ง	klʉ̀ak-klîng
เกลือแกง	klʉa-kɛɛng
กลัก	klàk
เกลือก	klʉ̀ak
เกลือจืด	klʉa-cʉ̀ʉt
กลายสี	klaay-sǐi
กลายเป็นนิสัย	klaay-pen-ní-sǎy
กลายเป็น	klaay-pen
กลาย	klaay
กล่าวตอบ	klàaw-tɔ̀ɔp
กล่าวโต้	klàaw-tôo
กล่าวโทษ	klàaw-thôot
กล่าวถึง	klàaw-thʉ̌ng
กล่าวเท็จ	klàaw-thét
กล่าวเตือน	klàaw-tʉan
กล่าวสุนทรพจน์	klàaw-sǔn-thɔɔ-ra-phót
กล่าวสรุป	klàaw-sa-rùp
กล่าวร้าย	klàaw-ráay
เกล้าผม	klâaw-phǒm
กล่าวลอยๆ	klàaw-lɔɔy-lɔɔy
เกล้ากระผม	klâaw-krà-phǒm
เกล้ากระหม่อม	klâaw-krà-mɔ̀m
กล่าวขวัญ	klàaw-khwǎn
กล่าวขาน	klàaw-khǎan
กล่าวคือ	klàaw-khʉʉ
กล่าวเกินจริง	klàaw-kəən-cing
กล่าวอีกนัยหนึ่ง	klàaw-ìik-nay-nʉ̀ng
กล่าวหา	klàaw-hǎa
กล่าวโจมตี	klàaw-coom-tii
กล่าวอ้าง	klàaw-âang
เกล้า	klâaw
กล่าว	klàaw
กลาดเกลื่อน	klàat-klʉ̀an
กล้าเสี่ยง	klâa-sìang
กล้าเผชิญ	klâa-pha-chəən
กลางเวหา	klaang-wee-hǎa
กลางวันแสกๆ	klaang-wan-sɛ̀ɛk-sɛ̀ɛk
กลางวัน	klaang-wan
กลางทาง	klaang-thaang
กลางแปลง	klaang-plɛɛng
กลางปี	klaang-pii
กลางเมือง	klaang-mʉang
กลางกรุง	klaang-krung
กลางๆ	klaang-klaang
กลางคน	klaang-khon
กลางคืน	klaang-khʉʉn
กลางคัน	klaang-khan
กลางเก่ากลางใหม่	klaang-kàw-klaang-mày
กลางหาว	klaang-hǎaw
กลางฝ่ามือ	klaang-fàa-mʉʉ
กลางดึก	klaang-dʉ̀k
กลางดิน	klaang-din
กลางแดด	klaang-dɛ̀ɛt
กลางเดือน	klaang-dʉan
กลางช้าง	klaang-cháang
กลางแจ้ง	klaang-cɛ̂ɛng
กลางใจเมือง	klaang-cay-mʉang
กลางใจมือ	klaang-cay-mʉʉ
กลางบ้าน	klaang-bâan
กลาง	klaang
กล้ามเนื้อตา	klâam-nʉ́a-taa
กล้ามเนื้อหัวใจ	klâam-nʉ́a-hǔa-cay
กล้ามเนื้อ	klâam-nʉ́a
กล้าไม้	klâa-máay
กล้าม	klâam
กล้าแกร่ง	klâa-krɛ̀ng
กล้าแข็ง	klâa-khɛ̌ng
กลาก	klàak
กล้าหาญ	klâa-hǎan
กล้าได้กล้าเสีย	klâa-dâay-klâa-sǐa
กล้า	klâa
เกลือ	klʉa
กึกก้อง	kʉ̀k-kɔ̂ng
กึกกัก	kʉ̀k-kàk
กึกกือ	kʉ̀k-kʉʉ
อึกทึกครึกโครม	ʉ̀k-ka-thʉ́k-khrʉ́k-khroom
อึกทึก	ʉ̀k-ka-thʉ́k
กึก	kʉ̀k
กิโยตีน	kì-yoo-tiin
กิ่ว	kìw
กิตติศัพท์	kìt-tì-sàp
กิตติมศักดิ์	kìt-tì-ma-sàk
กิตติคุณ	kìt-tì-khun
กิตติกรรมประกาศ	kìt-tì-kam-prà-kàat
กิตติ	kìt-tì
กิจธุระ	kìt-thú-rá
กิจวัตรประจำวัน	kìt-cà-wát-prà-cam-wan
กิจวัตร	kìt-ca-wát
กิจจะลักษณะ	kìt-cà-lák-sà-nà
กิจกรรมนอกหลักสูตร	kìt-ca-kam-nɔ̂ɔk-làk-sùut
กิจกรรม	kìt-ca-kam
กิจการงาน	kìt-ca-kaan-ngaan
กิจการค้า	kìt-ca-kaan-kháa
กิจการ	kìt-ca-kaan
กิจจานุกิจ	kìt-caa-nú-kìt
กิจจา	kìt-caa
กิจ	kìt
กิริยาท่าทาง	kì-rí-yaa-thâa-thaang
กิริยาสะท้อน	kì-rí-yaa-sà-thɔ́ɔn
กิริยามารยาท	kì-rí-yaa-maa-ra-yâat
กิริยาอาการ	kì-rí-yaa-aa-kaan
กิริยา	kì-rí-yaa
กิริณี	kì-rí-nii
กิริเนศวร	kì-rí-nee-sǔan
กิ๊บ	kíp
กินอยู่พูวาย	kin-yùu-phuu-waay
กินเวลา	kin-wee-laa
กินโต๊ะ	kin-tó
กินทิ้งกินขว้าง	kin-thíng-kin-khwâang
กินที่	kin-thîi
กินแถว	kin-thɛ̌ɛw
กินทาง	kin-thaang
กินตำแหน่ง	kin-tam-nɛ̀ng
กินตะเกียบ	kin-tà-kìap
กินตา	kin-taa
กินส้อม	kin-sɔ̂ɔm
กินสินบน	kin-sǐn-bon
กินสี่ถ้วย	kin-sìi-thûay
กินเส้น	kin-sên
กินเศษกินเลย	kin-sèet-kin-ləəy
กินสั่ง	kin-sàng
กินสำรับ	kin-sǎm-ráp
กินซ้าย	kin-sáay
กินรูป	kin-rûup
กินแรง	kin-rɛɛng
กินปลิง	kin-pling
กินเปล่า	kin-plàaw
กินเปี้ยว	kin-pîaw
กินผัว	kin-phǔa
กินนรรำ	kin-nɔɔn-ram
กินนร	kin-nɔɔn
กินนอน	kin-nɔɔn
กินนอกกินใน	kin-nɔ̂ɔk-kin-nay
กินแหนงแคลงใจ	kin-nɛ̌ɛng-khlɛɛng-cay
กินแหนง	kin-nɛ̌ɛng
กินใน	kin-nay
กินเนื้อที่	kin-nʉ́a-thîi
กินรี	kin-na-rii
กินน้ำลึก	kin-náam-lʉ́k
กินเมีย	kin-mia
กินไม่ลง	kin-mây-long
กินเมือง	kin-mʉang
กินมือ	kin-mʉʉ
กินลม	kin-lom
กินลึก	kin-lʉ́k
กินเลี้ยง	kin-líang
กินล้างกินผลาญ	kin-láang-kin-phlǎan
กินกริบ	kin-krìp
กินเกลี้ยง	kin-klîang
กินความ	kin-khwaam
กินขวา	kin-khwǎa
กินเครา	kin-khraw
กินข้าว	kin-khâaw
กินขาด	kin-khàat
กินกัน	kin-kan
กินกำไร	kin-kam-ray
กินกำลัง	kin-kam-lang
กิ่งไม้	kìng-máay
กิ่งก้อย	kìng-kɔ̂ɔy
กิ่งก้านสาขา	kìng-kâan-sǎa-khǎa
กิ่งก้าน	kìng-kâan
กิ้งก่า	kîng-kàa
กิ้งกือ	kîng-kʉʉ
กิ่งอำเภอ	kìng-am-phəə
กิ่ง	kìng
กินดอง	kin-dɔɔng
กินดอกเบี้ย	kin-dɔ̀ɔk-bîa
กินดอก	kin-dɔ̀ɔk
กินดิบ	kin-dìp
กินดาย	kin-daay
กินช้อน	kin-chɔ́ɔn
กินชัน	kin-chan
กินแจ	kin-cɛɛ
กินเจ	kin-cee
กินใจ	kin-cay
กินบวช	kin-bùat
กิน	kin
กิโมโน	kì-moo-noo
กิมิวิทยา	kì-mí-wít-tha-yaa
กิโลวัตต์	kì-loo-wát
กิโลไซเกิล	kì-loo-say-kəən
กิโลเมตร	kì-loo-méet
กม.	ki-loo-méet
กิโลมกะ	kì-loo-má-kà
กิโลลิตร	kì-loo-lít
กก.	kì-loo-kram
กิโลกรัม	kì-loo-kram
กิโลเฮิรตซ์	kì-loo-hə́ət
กิโลบิต	kì-loo-bìt
กิโลไบต์	kì-loo-báy
กิโล	kì-loo
กิเลส	kì-lèet
